Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Year
2455,Dragon Age: Inquisition,dragon-age-inquisition,Role-Playing,M,XOne,Electronic Arts,BioWare Edmonton,0.99,0.63,0.27,0.0,2014
2459,Army of Two: The 40th Day,army-of-two-the-40th-day,Shooter,M,X360,Electronic Arts,EA Montreal,0.99,0.65,0.24,0.0,2010
2460,PlayStation All-Stars Battle Royale,playstation-all-stars-battle-royale,Fighting,T,PS3,Sony Computer Entertainment,SuperBot Entertainment,0.99,0.5,0.28,0.04,2012
2463,Tom Clancy's Splinter Cell: Blacklist,tom-clancys-splinter-cell-blacklist,Action-Adventure,M,PS3,Ubisoft,Ubisoft Toronto,0.98,0.34,0.44,0.06,2013
2464,The LEGO Movie Videogame,the-lego-movie-videogame,Action-Adventure,E10,PS3,Warner Bros. Interactive Entertainment,TT Fusion,0.98,0.33,0.47,0.03,2014
2467,Pro Evolution Soccer 2008,pro-evolution-soccer-2008,Sports,E,PSP,Konami,Konami,0.98,0.02,0.53,0.19,2008
2469,Sniper Elite V2,sniper-elite-v2,Shooter,M,PS3,505 Games,Rebellion Developments,0.98,0.38,0.4,0.06,2012
2470,Zoo Tycoon DS,zoo-tycoon-ds,Strategy,E,DS,THQ,Blue Fang Games,0.98,0.86,0.03,0.01,2005
2471,Mario Party Advance,mario-party-advance,Misc,E,GBA,Nintendo,Hudson Soft,0.98,0.5,0.19,0.28,2005
2478,Suikoden III,suikoden-iii,Role-Playing,T,PS2,Konami,KCET,0.98,0.29,0.23,0.38,2002
2486,Fire Emblem,fire-emblem,Strategy,E,GBA,Nintendo,Intelligent Systems,0.97,0.49,0.18,0.29,2003
2491,EA Sports UFC 3,ea-sports-ufc-3,Sports,T,PS4,EA Sports,EA Vancouver,0.97,0.4,0.41,0.01,2018
2493,Grand Theft Auto: Vice City Stories,grand-theft-auto-vice-city-stories,Action,M,PS2,Rockstar Games,Rockstar Leeds,0.97,0.78,0.03,0.03,2007
2503,Dark Cloud 2,dark-cloud-2,Role-Playing,T,PS2,Sony Computer Entertainment,Level 5,0.96,0.38,0.25,0.26,2003
2507,Tom Clancy's Ghost Recon: Future Soldier,tom-clancys-ghost-recon-future-soldier,Shooter,T,PS3,Ubisoft,Ubisoft Paris,0.96,0.41,0.33,0.09,2012
2509,Star Fox 64 3D,star-fox-64-3d,Shooter,E10,3DS,Nintendo,Nintendo EAD,0.96,0.48,0.29,0.13,2011
2514,de Blob,de-blob,Platform,E,Wii,THQ,Blue Tongue,0.96,0.49,0.37,0.0,2008
2517,PilotWings Resort,pilotwings-resort,Simulation,E,3DS,Nintendo,Monster Games,0.96,0.4,0.36,0.13,2011
2523,Shinobi,shinobi,Action,M,PS2,Sega,Overworks,0.96,0.36,0.28,0.22,2002
2533,Harvest Moon 3D: A New Beginning,harvest-moon-3d-a-new-beginning,Simulation,E,3DS,Natsume,Marvelous,0.95,0.41,0.18,0.31,2012
2536,Sonic Unleashed,sonic-unleashed,Platform,E10,X360,Sega,Sonic Team,0.95,0.54,0.32,0.0,2008
2544,Mega Man Star Force Dragon / Leo / Pegasus,mega-man-star-force-dragon,Role-Playing,E,DS,Capcom,Capcom,0.95,0.39,0.0,0.53,2007
2545,Wild ARMs,wild-arms,Role-Playing,E,PS,Sony Computer Entertainment,Media.Vision,0.95,0.26,0.17,0.46,1997
2546,Kessen,kessen,Strategy,T,PS2,Electronic Arts,Koei,0.95,0.27,0.21,0.41,2000
2549,Lost Planet 2,lost-planet-2,Shooter,T,PS3,Capcom,Capcom,0.95,0.29,0.34,0.2,2010
2550,Driver: San Francisco,driver-san-francisco,Racing,T,PS3,Ubisoft,Ubisoft Reflections,0.95,0.24,0.53,0.01,2011
2554,White Knight Chronicles: International Edition,white-knight-chronicles-international-edition,Role-Playing,T,PS3,Sony Computer Entertainment,Level 5,0.95,0.34,0.16,0.36,2010
2557,Disney Magic Castle: My Happy Life,disney-magic-castle-my-happy-life,Simulation,E,3DS,Nintendo,High Horse Entertainment,0.94,0.17,0.2,0.53,2014
2570,WWE SmackDown vs. Raw 2009,wwe-smackdown-vs-raw-2009,Fighting,T,PS3,THQ,Yuke's Media Creations,0.94,0.51,0.3,0.01,2008
2574,SaGa Frontier 2,saga-frontier-2,Role-Playing,T,PS,Square EA,SquareSoft,0.94,0.1,0.07,0.71,2000
2579,Bully,bully,Action,T,PS2,Rockstar Games,Rockstar Vancouver,0.94,0.75,0.03,0.04,2006
2591,Kingdom Hearts Re:coded,kingdom-hearts-recoded,Role-Playing,E10,DS,Square Enix,High Horse Entertainment,0.93,0.53,0.09,0.27,2011
2602,Bayonetta,bayonetta,Action,M,X360,Sega,PlatinumGames,0.93,0.51,0.25,0.09,2010
2607,Operation Flashpoint: Dragon Rising,operation-flashpoint-dragon-rising,Shooter,M,X360,Codemasters,Codemasters,0.93,0.36,0.45,0.02,2009
2613,Phoenix Wright: Ace Attorney,phoenix-wright-ace-attorney,Adventure,T,DS,Capcom,Capcom,0.93,0.44,0.05,0.39,2005
2621,Dante's Inferno,dantes-inferno,Action,M,X360,Electronic Arts,Visceral Games,0.92,0.63,0.2,0.02,2010
2629,SSX,ssx,Sports,E,PS3,EA Sports,EA Canada,0.92,0.35,0.42,0.02,2012
2631,Xenoblade Chronicles,xenoblade-chronicles,Role-Playing,T,Wii,Nintendo,Monolith Soft,0.92,0.43,0.25,0.16,2012
2632,Crysis 3,crysis-3,Shooter,M,X360,Electronic Arts,Crytek,0.92,0.51,0.32,0.01,2013
2636,Tobal No.1,tobal-no1,Fighting,T,PS,Sony Computer Entertainment,DreamFactory,0.92,0.12,0.08,0.66,1996
2637,Blue Dragon,blue-dragon,Role-Playing,T,X360,Microsoft Game Studios,Mistwalker Corporation / Artoon,0.92,0.3,0.33,0.21,2007
2640,EA Sports Grand Slam Tennis,ea-sports-grand-slam-tennis,Sports,E,Wii,EA Sports,EA Vancouver,0.92,0.28,0.51,0.02,2009
2642,Dynasty Warriors 7,dynasty-warriors-7,Action,T,PS3,Tecmo Koei,Omega Force,0.91,0.25,0.14,0.46,2011
2645,Crysis 3,crysis-3,Shooter,M,PS3,Electronic Arts,Crytek,0.91,0.26,0.48,0.03,2013
2647,Tom Clancy's EndWar,tom-clancys-endwar,Strategy,T,X360,Ubisoft,Ubisoft Shanghai,0.91,0.58,0.24,0.01,2008
2648,Tokyo Xtreme Racer 3,tokyo-xtreme-racer-3,Racing,E,PS2,Crave Entertainment,Genki,0.91,0.35,0.27,0.21,2003
2649,Sonic Riders: Zero Gravity,sonic-riders-zero-gravity,Racing,E,Wii,Sega,Sonic Team,0.91,0.48,0.32,0.02,2008
2650,Colin McRae Rally 2.0,colin-mcrae-rally-20,Racing,E,PS,Codemasters,Codemasters,0.91,0.02,0.8,0.02,2000
2658,Operation Flashpoint: Dragon Rising,operation-flashpoint-dragon-rising,Shooter,M,PS3,Codemasters,Codemasters,0.91,0.23,0.46,0.05,2009
2663,The Witcher 2: Assassins of Kings,the-witcher-2-assassins-of-kings,Role-Playing,M,X360,Warner Bros. Interactive,CD Projekt Red Studio,0.9,0.48,0.33,0.02,2012
2664,Homefront,homefront,Shooter,M,PS3,THQ,Kaos Studios,0.9,0.32,0.4,0.04,2011
2665,Lost Odyssey,lost-odyssey,Role-Playing,T,X360,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,0.9,0.45,0.26,0.11,2008
2672,SOCOM 4: U.S. Navy SEALs,socom-4-us-navy-seals,Shooter,M,PS3,Sony Computer Entertainment,Zipper Interactive,0.9,0.66,0.12,0.04,2011
2678,Hot Shots Tennis,hot-shots-tennis,Sports,E,PS2,Sony Computer Entertainment,Clap Hanz,0.9,0.17,0.13,0.55,2007
2680,Resistance: Retribution,resistance-retribution,Shooter,M,PSP,Sony Computer Entertainment,SCEA Bend Studio,0.9,0.27,0.36,0.05,2009
2681,Final Fantasy X / X-2 HD Remaster,final-fantasy-x,Role-Playing,T,PS4,Square Enix,Square Enix,0.9,0.34,0.36,0.07,2015
2682,Sonic Heroes,sonic-heroes,Platform,E,XB,Sega,Sonic Team,0.9,0.41,0.43,0.01,2004
2684,Spider-Man 3,spider-man-3,Platform,T,PS2,Activision,Vicarious Visions,0.9,0.74,0.03,0.01,2007
2698,Castlevania: Circle of the Moon,castlevania-circle-of-the-moon,Platform,T,GBA,Konami,KCEK,0.89,0.6,0.22,0.05,2001
2699,Pure,pure,Racing,E,PS3,Disney Interactive Studios,Black Rock Studio,0.89,0.42,0.33,0.0,2008
2700,Ni no Kuni II: Revenant Kingdom,ni-no-kuni-ii-revenant-kingdom,Role-Playing,T,PS4,Namco Bandai Games,Level 5,0.89,0.33,0.31,0.12,2018
2703,Fire Emblem: The Sacred Stones,fire-emblem-the-sacred-stones,Strategy,E,GBA,Nintendo,Intelligent Systems,0.89,0.42,0.16,0.3,2005
2707,God of War III Remastered,god-of-war-iii-remastered,Action,M,PS4,Sony Computer Entertainment,SCEA Santa Monica Studio,0.89,0.4,0.33,0.02,2015
2708,We Ski & Snowboard,we-ski-amp-snowboard,Sports,E,Wii,Namco Bandai,Namco Bandai Games,0.89,0.38,0.29,0.15,2009
2711,Ace Combat 2,ace-combat-2,Simulation,T,PS,Namco,Namco,0.89,0.16,0.11,0.56,1997
2712,Dissidia 012: Duodecim Final Fantasy,dissidia-012-duodecim-final-fantasy,Fighting,T,PSP,Square Enix,Square Enix,0.89,0.21,0.13,0.46,2011
2714,Resident Evil: Revelations,resident-evil-revelations,Action,M,3DS,Capcom,Capcom,0.89,0.3,0.23,0.3,2012
2721,FIFA Soccer 09 All-Play,fifa-soccer-09-all-play,Sports,E,Wii,Electronic Arts,EA Canada,0.89,0.28,0.52,0.0,2008
2722,Samba De Amigo,samba-de-amigo,Misc,E,Wii,Sega,Gearbox Software,0.89,0.41,0.37,0.01,2008
2728,Mega Man 8 Anniversary Collector's Edition,mega-man-8-anniversary-collectors-edition,Platform,E,PS,Capcom,Capcom,0.88,0.44,0.3,0.09,1997
2730,F1 2010,f1-2010,Racing,E,X360,Codemasters,Codemasters Birmingham,0.88,0.18,0.59,0.01,2010
2731,Call of Juarez: Bound in Blood,call-of-juarez-bound-in-blood,Shooter,M,PS3,Ubisoft,Techland,0.88,0.35,0.38,0.01,2009
2732,The Lord of the Rings: War in the North,the-lord-of-the-rings-war-in-the-north,Role-Playing,M,X360,Warner Bros. Interactive,Snowblind Studios,0.88,0.55,0.24,0.0,2011
2733,Star Wars: The Force Unleashed,star-wars-the-force-unleashed,Action,T,DS,LucasArts,n-Space,0.88,0.5,0.29,0.0,2008
2735,LittleBigPlanet Karting,littlebigplanet-karting,Racing,E,PS3,Sony Computer Entertainment,United Front Games,0.88,0.42,0.31,0.01,2012
2736,Monster 4x4: World Circuit,monster-4x4-world-circuit,Racing,E,Wii,Ubisoft,Ubisoft Montreal,0.88,0.8,0.0,0.01,2006
2738,Sonic Chronicles: The Dark Brotherhood,sonic-chronicles-the-dark-brotherhood,Role-Playing,E,DS,Sega,BioWare Corp.,0.88,0.5,0.29,0.01,2008
2744,WWE SmackDown vs. Raw 2011,wwe-smackdown-vs-raw-2011,Fighting,T,X360,THQ,JAKKS Pacific,0.88,0.44,0.35,0.0,2010
2747,Metal Gear Ac!d,metal-gear-acd,Strategy,M,PSP,Konami,Konami,0.87,0.32,0.26,0.12,2005
2754,Michael Jackson: The Experience,michael-jackson-the-experience,Misc,E10,X360,Ubisoft,Ubisoft Montreal,0.87,0.62,0.18,0.0,2011
2757,Sleeping Dogs,sleeping-dogs,Action-Adventure,M,X360,Square Enix,United Front Games,0.87,0.38,0.4,0.01,2012
2758,Kingdoms of Amalur: Reckoning,kingdoms-of-amalur-reckoning,Role-Playing,M,X360,Electronic Arts,38 Studios,0.87,0.55,0.24,0.01,2012
2760,Need for Speed: V-Rally,need-for-speed-v-rally,Racing,E,PS,Electronic Arts,Infogrames,0.87,0.43,0.29,0.09,1997
2762,Final Fantasy XIV Online,final-fantasy-xiv-online,MMO,T,PS3,Square Enix,Square Enix,0.87,0.39,0.09,0.28,2013
2763,Super Bomberman R,super-bomberman-r,Puzzle,E10,NS,Konami Digital Entertainment,HexaDrive,0.87,0.31,0.32,0.19,2017
2764,The Evil Within,the-evil-within,Misc,M,PS3,Bethesda Softworks,Tango Gameworks,0.87,0.27,0.35,0.13,2014
2766,Paper Mario: Color Splash,paper-mario-color-splash,Action-Adventure,E,WiiU,Nintendo,Intelligent Systems,0.87,0.35,0.37,0.08,2016
2770,Cooking Mama: World Kitchen,cooking-mama-world-kitchen,Simulation,E,Wii,Majesco,Cooking Mama Limited,0.87,0.51,0.27,0.01,2008
2771,GRID,grid,Racing,E,X360,Codemasters,Codemasters,0.87,0.33,0.44,0.01,2008
2773,Red Faction: Guerrilla,red-faction-guerrilla,Shooter,M,X360,THQ,Volition Inc.,0.87,0.48,0.29,0.01,2009
2775,Mario Party: Star Rush,mario-party-star-rush,Party,E,3DS,Nintendo,"Nd Cube Co., Ltd.",0.87,0.25,0.37,0.2,2016
2778,Brothers In Arms: Hell's Highway,brothers-in-arms-hells-highway,Shooter,M,X360,Ubisoft,Gearbox Software,0.87,0.47,0.3,0.0,2008
2779,Vagrant Story,vagrant-story,Role-Playing,T,PS,Square EA,SquareSoft,0.87,0.3,0.2,0.3,2000
2780,Warriors Orochi,warriors-orochi,Action,T,PS2,KOEI,Omega Force,0.87,0.11,0.09,0.64,2007
2781,Mercenaries 2: World in Flames,mercenaries-2-world-in-flames,Shooter,T,PS3,Electronic Arts,Pandemic Studios,0.87,0.29,0.4,0.02,2008
2786,Endless Ocean: Blue World,endless-ocean-blue-world,Simulation,E10,Wii,Nintendo,Arika,0.87,0.46,0.22,0.12,2010
2789,Wii Fit U,wii-fit-u,Misc,E,WiiU,Nintendo,Nintendo,0.86,0.35,0.24,0.21,2014
2790,Final Fantasy X / X-2 HD Remaster,final-fantasy-x,Role-Playing,T,PSV,Square Enix,Square Enix,0.86,0.16,0.29,0.28,2014
2792,Tales of the Abyss,tales-of-the-abyss,Role-Playing,T,3DS,Namco Bandai,Namco Tales Studio,0.86,0.45,0.2,0.15,2012
2794,Beijing 2008,beijing-2008,Sports,E,PS3,Sega,Eurocom Entertainment Software,0.86,0.14,0.54,0.01,2008
2795,Winning Eleven: Pro Evolution Soccer 2007,winning-eleven-pro-evolution-soccer-2007,Sports,E,PSP,Konami,Konami Computer Entertainment Tokyo,0.86,0.01,0.72,0.12,2007
2797,BioShock: The Collection,bioshock-the-collection,Shooter,M,PS4,2K Games,"Blind Squirrel Digital, Inc",0.86,0.41,0.28,0.03,2016
2807,Bayonetta 2,bayonetta-2,Action,M,WiiU,Nintendo,PlatinumGames,0.86,0.37,0.32,0.1,2014
2808,Gold's Gym: Dance Workout,golds-gym-dance-workout,Sports,E10,Wii,Ubisoft,Land Ho!,0.86,0.69,0.1,0.0,2010
2809,Dynasty Warriors 4: Xtreme Legends,dynasty-warriors-4-xtreme-legends,Action,T,PS2,KOEI,Omega Force,0.86,0.17,0.13,0.51,2003
2816,Thief,thief,Action,M,PS4,Square Enix,Eidos Montreal,0.85,0.28,0.41,0.03,2014
2818,2010 FIFA World Cup South Africa,2010-fifa-world-cup-south-africa,Sports,E,X360,EA Sports,EA Canada,0.85,0.32,0.42,0.02,2010
2821,Ninja Gaiden Sigma 2,ninja-gaiden-sigma-2,Action,M,PS3,Tecmo Koei,Team Ninja,0.85,0.52,0.16,0.08,2009
2822,Street Fighter Alpha 2,street-fighter-alpha-2,Fighting,T,PS,Capcom,Capcom,0.85,0.14,0.09,0.57,1996
2825,Dragon Ball Z: Burst Limit,dragon-ball-z-burst-limit,Fighting,T,PS3,Atari,Dimps Corporation,0.85,0.22,0.34,0.18,2008
2827,Army of Two: The 40th Day,army-of-two-the-40th-day,Shooter,M,PS3,Electronic Arts,EA Montreal,0.85,0.44,0.27,0.01,2010
2831,Farming Simulator 17,farming-simulator-17,Simulation,E,PS4,Focus Home Interactive,Giants Software,0.85,0.19,0.52,0.01,2016
2834,LEGO Jurassic World,lego-jurassic-world,Action,E10,3DS,Warner Bros. Interactive Entertainment,TT Fusion,0.85,0.35,0.39,0.04,2015
2839,The House of the Dead: Overkill,the-house-of-the-dead-overkill,Shooter,M,Wii,Sega,Headstrong Games,0.85,0.44,0.3,0.02,2009
2840,Street Fighter EX3,street-fighter-ex3,Fighting,T,PS2,Capcom,Arika,0.85,0.32,0.25,0.2,2000
2841,Darksiders II,darksiders-ii,Action-Adventure,M,PS3,THQ,Vigil Games,0.85,0.35,0.37,0.01,2012
2844,Sniper Elite V2,sniper-elite-v2,Shooter,M,X360,505 Games,Rebellion Developments,0.84,0.46,0.28,0.02,2012
2845,Xenoblade Chronicles X,xenoblade-chronicles-x,Role-Playing,T,WiiU,Nintendo,Monolith Soft,0.84,0.34,0.29,0.15,2015
2846,NBA 2K10,nba-2k10,Sports,E,PS3,2K Sports,Visual Concepts,0.84,0.75,0.01,0.01,2009
2849,Skate 2,skate-2,Sports,T,PS3,Electronic Arts,EA Black Box,0.84,0.46,0.25,0.01,2009
2853,ZombiU,zombiu,Action,M,WiiU,Ubisoft,Ubisoft Montpellier,0.84,0.35,0.37,0.05,2012
2858,Rogue Galaxy,rogue-galaxy,Role-Playing,T,PS2,Sony Computer Entertainment,Level 5,0.84,0.24,0.16,0.39,2007
2859,Street Fighter X Tekken,street-fighter-x-tekken,Fighting,T,PS3,Capcom,Capcom,0.84,0.42,0.22,0.1,2012
2867,Forza Horizon 2,forza-horizon-2,Racing,E10,X360,Microsoft Studios,Sumo Digital,0.83,0.35,0.41,0.0,2014
2872,Ace Combat 3: Electrosphere,ace-combat-3-electrosphere,Simulation,E,PS,Namco,Namco,0.83,0.22,0.15,0.4,2000
2873,Time Crisis 4,time-crisis-4,Shooter,T,PS3,Namco Bandai,Bandai Namco Games,0.83,0.32,0.32,0.05,2007
2874,Dynasty Warriors 2,dynasty-warriors-2,Action,T,PS2,KOEI,Omega Force,0.83,0.24,0.19,0.34,2000
2878,Stranglehold,stranglehold,Shooter,M,X360,Midway Games,Midway Games,0.83,0.41,0.33,0.01,2007
2879,Metal Gear Solid V: The Phantom Pain,metal-gear-solid-v-the-phantom-pain,Action,M,XOne,Konami Digital Entertainment,Kojima Productions,0.83,0.49,0.25,0.02,2015
2881,Dragon Age II,dragon-age-ii,Role-Playing,M,PS3,Electronic Arts,BioWare Corp.,0.83,0.4,0.26,0.05,2011
2885,Brute Force,brute-force,Shooter,M,XB,Microsoft Game Studios,Digital Anvil,0.83,0.62,0.18,0.01,2003
2887,Sniper: Ghost Warrior,sniper-ghost-warrior,Shooter,M,PS3,City Interactive,City Interactive,0.83,0.3,0.35,0.04,2011
2892,Mega Man Legends,mega-man-legends,Adventure,E,PS,Capcom,Capcom,0.83,0.39,0.26,0.12,1998
2894,Dragon Ball: Raging Blast 2,dragon-ball-raging-blast-2,Fighting,T,PS3,Namco Bandai,Spike,0.83,0.43,0.19,0.11,2010
2899,Sid Meier's Civilization Revolution,sid-meiers-civilization-revolution,Strategy,E10,X360,2K Games,Firaxis Games,0.83,0.58,0.17,0.0,2008
2903,Harvest Moon: Tree of Tranquility,harvest-moon-tree-of-tranquility,Simulation,E,Wii,Natsume,Runtime,0.82,0.67,0.03,0.06,2008
2919,The Lord of the Rings: War in the North,the-lord-of-the-rings-war-in-the-north,Role-Playing,M,PS3,Warner Bros. Interactive,Snowblind Studios,0.82,0.25,0.43,0.01,2011
2920,Patapon,patapon,Platform,E,PSP,Sony Computer Entertainment,Pyramid/JAPAN Studio,0.82,0.33,0.25,0.07,2008
2921,The Crew 2,the-crew-2,Racing,T,PS4,Ubisoft,Ivory Tower,0.82,0.22,0.42,0.05,2018
2922,Pro Evolution Soccer 2016,pro-evolution-soccer-2016,Sports,E,PS4,Konami Digital Entertainment,PES Productions,0.82,0.14,0.43,0.14,2015
2923,The Walking Dead: A Telltale Games Series,the-walking-dead-a-telltale-games-series,Adventure,M,PS3,Telltale Games,Telltale Games,0.82,0.4,0.25,0.03,2012
2924,Shin Megami Tensei: Persona 4,shin-megami-tensei-persona-4,Role-Playing,M,PS2,Atlus,Atlus,0.82,0.34,0.04,0.36,2008
2926,Professor Layton vs Ace Attorney,professor-layton-vs-ace-attorney,Adventure,T,3DS,Nintendo,Level 5,0.82,0.2,0.27,0.3,2014
2933,Tales of Destiny II,tales-of-destiny-ii,Role-Playing,T,PS,Namco,Telenet Japan / Wolfteam,0.81,0.06,0.04,0.66,2001
2936,DmC Devil May Cry,dmc-devil-may-cry,Action,M,PS3,Capcom,Ninja Theory,0.81,0.24,0.29,0.19,2013
2939,Valkyrie Profile,valkyrie-profile,Role-Playing,T,PS,Enix,tri-Ace,0.81,0.07,0.05,0.63,2000
2940,Shaun White Snowboarding,shaun-white-snowboarding,Sports,T,X360,Ubisoft,Ubisoft Montreal,0.81,0.48,0.25,0.0,2008
2948,Pro Evolution Soccer 2010,pro-evolution-soccer-2010,Sports,E,X360,Konami,Konami,0.81,0.12,0.58,0.03,2009
2949,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,dragon-quest-heroes-the-worlds-tree-woe-and-the-blight-below,Action,T,PS4,Square Enix,Square Enix,0.81,0.21,0.14,0.39,2015
2958,Need for Speed Rivals,need-for-speed-rivals,Racing,E10,X360,Electronic Arts,Ghost Games,0.81,0.38,0.35,0.01,2013
2963,Final Fantasy XI: Wings of the Goddess,final-fantasy-xi-wings-of-the-goddess,Role-Playing,T,PS2,Square Enix,Square Enix,0.81,0.35,0.27,0.09,2007
2965,Golden Sun: Dark Dawn,golden-sun-dark-dawn,Role-Playing,E10,DS,Nintendo,Camelot Software Planning,0.81,0.53,0.1,0.13,2010
2973,Deca Sports 2,deca-sports-2,Sports,E,Wii,Hudson Soft,Hudson Soft,0.8,0.31,0.34,0.09,2009
2975,DiRT 2,dirt-2,Racing,T,X360,Codemasters,Codemasters,0.8,0.32,0.39,0.0,2009
2979,Pro Evolution Soccer 2010,pro-evolution-soccer-2010,Sports,E,PSP,Konami,Konami,0.8,0.09,0.33,0.2,2009
2981,Mario & Sonic at the Sochi 2014 Olympic Winter Games,mario-amp-sonic-at-the-sochi-2014-olympic-winter-games,Sports,E,WiiU,Nintendo,Sega Sports R&D,0.8,0.37,0.23,0.14,2013
2989,PES 2009: Pro Evolution Soccer,pes-2009-pro-evolution-soccer,Sports,E,PSP,Konami,Konami,0.8,0.04,0.33,0.26,2008
2995,Dragon's Dogma,dragons-dogma,Role-Playing,M,X360,Capcom,Capcom,0.79,0.42,0.24,0.07,2012
2998,Assassin's Creed The Ezio Collection,assassins-creed-the-ezio-collection,Action,M,PS4,Ubisoft,Ubisoft,0.79,0.14,0.52,0.02,2016
2999,Pro Evolution Soccer 2011,pro-evolution-soccer-2011,Sports,E,PSP,Konami,Konami,0.79,0.05,0.3,0.29,2010
3003,Dead Island: Riptide,dead-island-riptide,Misc,M,X360,Deep Silver,Techland,0.79,0.44,0.27,0.01,2013
3006,Darksiders II,darksiders-ii,Action-Adventure,M,X360,THQ,Vigil Games,0.79,0.45,0.27,0.0,2012
3009,NBA 2K16,nba-2k16,Sports,E10,PS3,2K Sports,Visual Concepts,0.79,0.49,0.12,0.05,2015
3015,Dance Dance Revolution SuperNOVA 2,dance-dance-revolution-supernova-2,Simulation,E10,PS2,Konami,Konami Computer Entertainment Tokyo,0.79,0.64,0.03,0.02,2007
3016,Armored Core 2,armored-core-2,Simulation,T,PS2,Agetec,From Software,0.79,0.28,0.22,0.23,2000
3017,The Godfather II,the-godfather-ii,Adventure,M,X360,Electronic Arts,EA Redwood Shores,0.79,0.47,0.23,0.01,2009
3022,Star Ocean: The Last Hope,star-ocean-the-last-hope,Role-Playing,T,X360,Square Enix,tri-Ace,0.79,0.32,0.2,0.21,2009
3024,Final Fantasy XIV: A Realm Reborn,final-fantasy-xiv-a-realm-reborn,MMO,T,PS4,Square Enix,Square Enix,0.79,0.35,0.23,0.08,2014
3026,MadWorld,madworld,Action,M,Wii,Sega,PlatinumGames,0.78,0.45,0.24,0.02,2009
3028,Destiny: The Collection,destiny-the-collection,Shooter,T,PS4,Activision,Bungie,0.78,0.24,0.4,0.02,2016
3030,Too Human,too-human,Role-Playing,T,X360,Microsoft Game Studios,Silicon Knights,0.78,0.38,0.3,0.03,2008
3035,Personal Trainer: Walking,personal-trainer-walking,Sports,E,DS,Nintendo,Creatures Inc.,0.78,0.22,0.32,0.17,2009
3038,The World Ends With You,the-world-ends-with-you,Role-Playing,T,DS,Square Enix,Square Enix,0.78,0.49,0.04,0.21,2008
3041,Naruto Shippuden: Ultimate Ninja Storm 2,naruto-shippuden-ultimate-ninja-storm-2,Fighting,T,X360,Namco Bandai,CyberConnect2,0.78,0.43,0.27,0.01,2010
3043,Tom Clancy's Splinter Cell: Double Agent,tom-clancys-splinter-cell-double-agent,Action,M,X360,Ubisoft,Ubisoft Shanghai,0.78,0.67,0.04,0.01,2006
3045,Sid Meier's Civilization Revolution,sid-meiers-civilization-revolution,Strategy,E10,PS3,2K Games,Firaxis Games,0.78,0.49,0.19,0.01,2008
3054,Rare Replay,rare-replay,Misc,M,XOne,Microsoft Studios,Rare Ltd.,0.78,0.42,0.27,0.01,2015
3055,Need for Speed: ProStreet,need-for-speed-prostreet,Racing,E,PSP,Electronic Arts,EA Black Box,0.78,0.24,0.33,0.01,2008
3061,Hitman,hitman,Action,M,PS4,Square Enix,IO Interactive,0.78,0.24,0.36,0.06,2017
3075,Perfect Dark Zero,perfect-dark-zero,Shooter,M,X360,Microsoft Game Studios,Rare Ltd.,0.77,0.66,0.02,0.03,2005
3078,Resident Evil: Operation Raccoon City,resident-evil-operation-raccoon-city,Shooter,M,X360,Capcom,Slant Six Games,0.77,0.55,0.14,0.03,2012
3080,Ghost Squad,ghost-squad,Shooter,T,Wii,Sega,Polygon Magic,0.77,0.42,0.21,0.08,2007
3089,The Sims 3,the-sims-3,Simulation,T,3DS,Electronic Arts,The Sims Studio,0.77,0.3,0.38,0.03,2011
3091,Tetris Party Deluxe,tetris-party-deluxe,Puzzle,E,DS,Majesco,"Tetris Online, Inc",0.77,0.28,0.3,0.12,2010
3092,Dragon Ball: Raging Blast,dragon-ball-raging-blast,Fighting,T,PS3,Namco Bandai,Spike,0.77,0.37,0.19,0.11,2009
3093,Need for Speed: Undercover,need-for-speed-undercover,Racing,T,PSP,Electronic Arts,Piranha Games,0.77,0.23,0.32,0.03,2008
3098,Donkey Kong Country 3,donkey-kong-country-3,Platform,E,GBA,Nintendo,Rare Ltd.,0.77,0.45,0.17,0.14,2005
3100,Persona 4 Arena,persona-4-arena,Fighting,T,PS3,Atlus,Arc System Works,0.77,0.32,0.12,0.24,2012
3101,Unlimited Saga,unlimited-saga,Role-Playing,T,PS2,Square Enix,SquareSoft,0.77,0.1,0.08,0.56,2003
3102,Pokemon Dash,pokemon-dash,Racing,E,DS,Nintendo,Ambrella,0.77,0.21,0.14,0.38,2005
3105,Lego Marvel Super Heroes,lego-marvel-super-heroes,Action,E10,WiiU,Warner Bros. Interactive Entertainment,Traveller's Tales,0.76,0.31,0.36,0.03,2013
3109,Formula 1,formula-1,Racing,E,PS,Sony Computer Entertainment,Bizarre Creations,0.76,0.18,0.12,0.42,1996
3111,Resident Evil: Revelations,resident-evil-revelations,Action,M,PS3,Capcom,Capcom,0.76,0.14,0.32,0.22,2013
3113,Pro Evolution Soccer 2015,pro-evolution-soccer-2015,Sports,E,PS4,Konami Digital Entertainment,PES Productions,0.76,0.09,0.45,0.12,2014
3114,Banjo-Kazooie: Nuts & Bolts,banjo-kazooie-nuts-amp-bolts,Platform,E10,X360,Microsoft Game Studios,Rare Ltd.,0.76,0.32,0.35,0.0,2008
